id,perc_of_compensation_paid,age_in_days,age_id,age_group,income,count_3-6_months_late,count_6-12_months_late,count_more_than_12_months_late,cause
34248,0.006999999999999999,23366.0,4,Пожилой,90150.0,0,0,0,сотрясение во время отдыха
88540,0.037000000000000005,24828.0,4,Пожилой,150140.0,0,0,0,сотрясение во время отдыха
74337,0.118,10958.0,2,Молодой,210090.0,0,0,0,сгорела квартира
84219,0.044,17897.0,3,Зрелый,307600.0,0,0,0,сломала ногу в отпуске
37642,0.448,22641.0,4,Пожилой,412540.0,0,0,0,упало дерево на автомобиль
70070,0.069,21542.0,4,Пожилой,95050.0,0,0,0,замкнуло электричество дома
64293,0.0,10965.0,2,Молодой,59280.0,1,0,0,украли багаж в отпуске
15836,0.62,20450.0,4,Пожилой,180120.0,3,0,0,затопило дом
90798,0.04,13878.0,3,Зрелый,49550.0,0,0,0,замкнуло электричество дома
37365,0.0,15339.0,3,Зрелый,80710.0,0,0,0,дтп
48635,0.504,28482.0,4,Пожилой,150080.0,0,0,0,травма в отпуске
41159,0.005,23740.0,4,Пожилой,402040.0,0,0,0,повреждение автомобиля
16237,0.58,15336.0,3,Зрелый,81130.0,0,0,0,травма в отпуске
54560,0.09,20454.0,4,Пожилой,275010.0,0,0,0,сотрясение во время отдыха
33764,1.0,15703.0,3,Зрелый,110020.0,0,0,0,несчастный случай в отпуске
61212,0.147,20815.0,4,Пожилой,315140.0,0,0,0,кража в квартире
53382,0.81,23369.0,4,Пожилой,323360.0,0,0,0,сломала ногу в отпуске
84629,0.555,21176.0,4,Пожилой,280380.0,0,0,0,сотрясение во время отдыха
24664,0.127,23371.0,4,Пожилой,446300.0,0,0,0,упало дерево на автомобиль
51721,0.017,19725.0,3,Зрелый,102570.0,0,0,1,украли багаж в отпуске
41218,0.237,24463.0,4,Пожилой,64740.0,0,0,0,травма во время отдыха
27834,0.08199999999999999,20812.0,4,Пожилой,480080.0,0,0,0,украли багаж в отпуске
101488,0.182,18625.0,3,Зрелый,112960.0,0,0,0,упало дерево на автомобиль
109561,0.093,22270.0,4,Пожилой,186420.0,0,0,0,украли багаж в отпуске
111159,0.31,10959.0,2,Молодой,174030.0,0,0,0,проникли в жилье
36153,0.134,14971.0,3,Зрелый,235380.0,0,0,0,травма в отпуске
100666,0.269,25565.0,4,Пожилой,216110.0,0,0,0,украли багаж в отпуске
63786,1.0,11324.0,2,Молодой,54130.0,0,0,0,кража в квартире
51445,0.091,15700.0,3,Зрелый,150150.0,0,0,0,хищение автомобиля (каско)
61620,0.201,17166.0,3,Зрелый,267060.0,0,0,0,украли авто
34913,0.227,17525.0,3,Зрелый,181850.0,1,0,0,упало дерево на автомобиль
80860,0.064,19354.0,3,Зрелый,384390.0,0,0,0,кража в квартире
102805,0.15,14608.0,3,Зрелый,400140.0,1,0,0,травма в отпуске
37775,0.174,19360.0,3,Зрелый,86940.0,1,0,0,врезались в автомобиль
112320,0.0,21546.0,4,Пожилой,87130.0,0,0,0,взломали квартиру
33147,0.736,13882.0,3,Зрелый,190660.0,0,0,0,несчастный случай на отдыхе
6589,0.195,18257.0,3,Зрелый,177650.0,0,0,0,врезались в автомобиль
6452,0.037000000000000005,9869.0,2,Молодой,57630.0,0,0,0,повреждение автомобиля
110222,0.435,20081.0,4,Пожилой,84120.0,0,0,0,замкнуло электричество дома
84812,0.928,9864.0,2,Молодой,126060.0,0,0,0,поломка авто
3095,0.0,10592.0,2,Молодой,105080.0,0,0,0,проникли в жилье
38470,0.08199999999999999,11685.0,2,Молодой,85060.0,0,0,0,сгорела квартира
44907,1.0,17534.0,3,Зрелый,120070.0,1,0,0,затопило дом
100485,0.418,21913.0,4,Пожилой,150120.0,0,0,0,повреждение авто
79874,0.0,18265.0,3,Зрелый,288090.0,0,0,0,поломка авто
21298,0.922,13148.0,3,Зрелый,122580.0,0,0,0,кража в квартире
961,0.451,17895.0,3,Зрелый,202560.0,0,0,0,дтп
37669,0.117,14970.0,3,Зрелый,234820.0,0,0,0,несчастный случай на отдыхе
98367,0.16699999999999998,18989.0,3,Зрелый,118770.0,0,0,0,врезались в автомобиль
103818,0.001,17163.0,3,Зрелый,300120.0,0,0,0,травма во время отдыха
90419,0.086,14979.0,3,Зрелый,375110.0,0,0,0,кража автомобиля
21519,0.461,17898.0,3,Зрелый,136150.0,0,0,0,хищение автомобиля (каско)
16171,0.121,11693.0,2,Молодой,192510.0,0,0,0,хищение автомобиля (каско)
40293,0.01,26655.0,4,Пожилой,306060.0,0,0,0,сломала ногу в отпуске
74608,0.009000000000000001,17533.0,3,Зрелый,112640.0,0,0,0,врезались в автомобиль
61531,0.17800000000000002,25558.0,4,Пожилой,231050.0,1,0,0,взломали квартиру
86945,0.278,20819.0,4,Пожилой,54080.0,0,0,0,сгорел дом
45449,0.116,16071.0,3,Зрелый,123080.0,0,0,0,травма в отпуске
105056,0.026,22638.0,4,Пожилой,210130.0,0,0,0,замкнуло электричество дома
92959,0.004,10965.0,2,Молодой,58530.0,0,0,0,несчастный случай в отпуске
51978,0.309,21179.0,4,Пожилой,45090.0,0,0,0,проникли в жилье
43452,0.079,16436.0,3,Зрелый,154520.0,0,0,0,упало дерево на автомобиль
12789,0.004,22638.0,4,Пожилой,180090.0,0,0,0,сгорел дом
77915,0.034,17160.0,3,Зрелый,105040.0,0,0,0,врезались в автомобиль
82707,0.018000000000000002,19352.0,3,Зрелый,210060.0,0,0,0,повреждение авто
85727,0.7040000000000001,11323.0,2,Молодой,54130.0,1,0,5,взломали квартиру
55518,0.061,18265.0,3,Зрелый,,0,0,0,несчастный случай в отпуске
39968,0.1,13875.0,3,Зрелый,200080.0,0,0,0,кража автомобиля
59715,0.23,14980.0,3,Зрелый,49540.0,0,0,0,повреждение автомобиля
79706,0.266,15337.0,3,Зрелый,600060.0,0,0,0,упало дерево на автомобиль
18521,1.0,12057.0,2,Молодой,105040.0,1,0,1,замкнуло электричество дома
47154,0.08800000000000001,14611.0,3,Зрелый,178150.0,0,0,0,потоп в квартире
72528,0.207,22279.0,4,Пожилой,155090.0,0,0,0,кража в квартире
31621,0.161,18987.0,3,Зрелый,421690.0,0,0,0,сгорела квартира
78520,0.265,13515.0,3,Зрелый,25630.0,0,0,0,замкнуло электричество дома
57329,0.005,10600.0,2,Молодой,150150.0,0,0,0,кража в квартире
57087,0.045,21177.0,4,Пожилой,735100.0,0,0,0,хищение автомобиля (каско)
88492,0.237,22638.0,4,Пожилой,150060.0,0,0,0,сломала ногу в отпуске
15869,0.122,23005.0,4,Пожилой,120140.0,1,1,0,несчастный случай в отпуске
5083,0.555,20446.0,4,Пожилой,162510.0,0,0,0,кража в квартире
77379,0.006999999999999999,26292.0,4,Пожилой,210040.0,0,0,0,сгорел дом
86469,0.847,19722.0,3,Зрелый,,0,0,0,дтп
96810,0.062,23004.0,4,Пожилой,175060.0,0,0,0,повреждение автомобиля
22526,0.528,18630.0,3,Зрелый,179700.0,0,0,0,сломала ногу в отпуске
101627,0.006999999999999999,17898.0,3,Зрелый,120790.0,0,0,0,травма в отпуске
24268,0.375,15701.0,3,Зрелый,338680.0,0,0,0,взломали квартиру
14598,0.5920000000000001,20082.0,4,Пожилой,107550.0,0,0,0,сотрясение во время отдыха
45130,0.959,20455.0,4,Пожилой,291030.0,0,0,0,замкнуло электричество дома
86578,0.3,20448.0,4,Пожилой,562110.0,3,0,0,травма во время отдыха
41279,0.938,13154.0,3,Зрелый,336820.0,1,1,0,сгорела квартира
2828,0.021,13876.0,3,Зрелый,330040.0,0,0,0,травма во время отдыха
9428,0.79,20815.0,4,Пожилой,351420.0,0,0,0,поломка авто
28561,0.081,25930.0,4,Пожилой,305710.0,0,0,0,сотрясение во время отдыха
34080,0.0,18255.0,3,Зрелый,240130.0,1,0,0,затопило дом
93344,0.242,10225.0,2,Молодой,120040.0,0,0,0,врезались в автомобиль
109892,0.451,13877.0,3,Зрелый,262080.0,0,1,0,сломала ногу в отпуске
47301,0.036000000000000004,33229.0,4,Пожилой,150120.0,0,0,0,украли авто
46969,1.0,16804.0,3,Зрелый,97590.0,0,0,0,сгорела квартира
974,0.332,24105.0,4,Пожилой,299100.0,1,0,0,кража авто
45879,0.255,15702.0,3,Зрелый,90040.0,0,0,0,несчастный случай в отпуске
11601,0.872,23370.0,4,Пожилой,75080.0,0,0,0,поломка авто
2669,0.001,16799.0,3,Зрелый,521070.0,0,0,0,взломали квартиру
39611,0.338,17891.0,3,Зрелый,300150.0,0,0,0,проникли в жилье
73470,0.255,28476.0,4,Пожилой,93060.0,0,0,0,кража в квартире
16900,0.0,15341.0,3,Зрелый,109200.0,0,0,0,повреждение автомобиля
61867,0.969,21906.0,4,Пожилой,196360.0,0,1,0,сломала ногу в отпуске
70926,0.031,12054.0,2,Молодой,260450.0,0,0,0,травма в отпуске
44721,0.023,18629.0,3,Зрелый,157630.0,0,0,0,потоп в квартире
16245,0.004,28112.0,4,Пожилой,75150.0,0,0,0,затопило дом
2464,0.0,30301.0,4,Пожилой,98570.0,0,0,1,сломала ногу в отпуске
71721,0.019,25930.0,4,Пожилой,,0,0,0,замкнуло электричество дома
8642,0.079,18263.0,3,Зрелый,190020.0,1,0,0,сгорела квартира
98247,0.799,14244.0,3,Зрелый,174100.0,1,1,1,сгорела квартира
50397,0.063,18630.0,3,Зрелый,420070.0,0,0,0,потоп в квартире
8645,0.29,17532.0,3,Зрелый,251190.0,0,0,0,затопило дом
107394,0.116,18259.0,3,Зрелый,291060.0,0,0,0,сломала ногу в отпуске
27652,0.134,17891.0,3,Зрелый,276120.0,0,0,0,проникли в жилье
53515,0.024,17894.0,3,Зрелый,120120.0,0,0,0,несчастный случай на отдыхе
70745,0.225,9863.0,2,Молодой,204090.0,0,0,0,повреждение авто
7703,0.0,24466.0,4,Пожилой,140150.0,0,0,0,несчастный случай на отдыхе
27104,0.036000000000000004,18994.0,3,Зрелый,87720.0,0,0,0,кража в квартире
2212,0.038,24100.0,4,Пожилой,100110.0,0,0,0,несчастный случай на отдыхе
93638,0.552,18987.0,3,Зрелый,270040.0,0,0,0,повреждение авто
104714,0.073,9869.0,2,Молодой,45140.0,0,0,0,повреждение автомобиля
48341,0.004,11694.0,2,Молодой,126100.0,1,2,0,травма во время отдыха
52143,0.122,17525.0,3,Зрелый,315060.0,0,0,0,упало дерево на автомобиль
47896,0.289,16435.0,3,Зрелый,303070.0,0,0,0,кража автомобиля
86246,0.241,10233.0,2,Молодой,69130.0,2,0,0,проникли в жилье
12339,0.784,22275.0,4,Пожилой,92060.0,0,0,0,упало дерево на автомобиль
57957,0.056,23368.0,4,Пожилой,352620.0,0,0,0,проникли в жилье
35883,0.04,20451.0,4,Пожилой,230190.0,0,0,0,травма в отпуске
31545,1.0,21543.0,4,Пожилой,89610.0,0,0,0,дтп
21359,0.022,22638.0,4,Пожилой,126050.0,0,0,0,врезались в автомобиль
60822,0.064,12785.0,3,Зрелый,271790.0,0,0,0,несчастный случай на отдыхе
20750,0.091,21545.0,4,Пожилой,113600.0,0,0,0,несчастный случай в отпуске
107553,0.058,21548.0,4,Пожилой,150100.0,0,0,0,поломка авто
107569,0.002,27755.0,4,Пожилой,227680.0,0,0,0,сгорела квартира
5437,0.159,12782.0,3,Зрелый,,0,0,0,травма во время отдыха
69861,0.426,14975.0,3,Зрелый,162580.0,0,0,1,кража в квартире
14470,0.297,18986.0,3,Зрелый,180510.0,0,0,0,несчастный случай на отдыхе
845,0.284,13147.0,3,Зрелый,108070.0,0,0,0,травма в отпуске
33843,0.616,20455.0,4,Пожилой,387790.0,0,0,0,проникли в жилье
107791,0.042,24466.0,4,Пожилой,310040.0,1,0,0,потоп в квартире
10826,0.284,20455.0,4,Пожилой,240050.0,1,0,0,затопило дом
95950,0.057,26657.0,4,Пожилой,,1,0,0,проникли в жилье
43117,1.0,20085.0,4,Пожилой,555040.0,0,0,0,замкнуло электричество дома
12591,0.907,21905.0,4,Пожилой,114120.0,0,0,0,несчастный случай на отдыхе
91025,0.845,18257.0,3,Зрелый,210080.0,0,0,0,врезались в автомобиль
47424,0.096,26660.0,4,Пожилой,66070.0,0,0,0,несчастный случай на отдыхе
18456,0.023,19718.0,3,Зрелый,111300.0,0,0,0,кража авто
38864,0.048,24104.0,4,Пожилой,114430.0,0,0,0,сгорел дом
89501,0.058,13513.0,3,Зрелый,180040.0,0,0,0,взломали квартиру
83816,0.8059999999999999,25559.0,4,Пожилой,60130.0,0,0,0,замкнуло электричество дома
45355,0.326,26291.0,4,Пожилой,,0,0,0,сломала ногу в отпуске
6883,1.0,8409.0,2,Молодой,57300.0,0,0,0,потоп в квартире
36633,0.005,23731.0,4,Пожилой,162570.0,0,0,0,сгорел дом
95442,0.236,11690.0,2,Молодой,66960.0,0,0,0,сотрясение во время отдыха
60464,0.04,21909.0,4,Пожилой,266840.0,0,0,0,замкнуло электричество дома
41118,0.722,17526.0,3,Зрелый,120110.0,0,0,0,травма в отпуске
1134,0.064,19716.0,3,Зрелый,125820.0,0,0,0,сгорел дом
46904,0.994,16801.0,3,Зрелый,208580.0,3,2,0,сгорел дом
107192,0.279,14246.0,3,Зрелый,150090.0,0,0,0,сотрясение во время отдыха
46338,0.035,14973.0,3,Зрелый,237080.0,0,0,0,дтп
89750,0.025,13884.0,3,Зрелый,215740.0,0,0,0,кража автомобиля
80267,0.435,19351.0,3,Зрелый,101950.0,0,0,0,несчастный случай в отпуске
71632,0.0,12057.0,2,Молодой,187650.0,0,0,0,хищение автомобиля (каско)
50767,0.731,19357.0,3,Зрелый,152590.0,0,0,0,кража автомобиля
31013,1.0,10591.0,2,Молодой,,1,0,0,сломала ногу в отпуске
60130,0.075,12422.0,2,Молодой,210260.0,0,0,0,несчастный случай в отпуске
78911,0.0,10959.0,2,Молодой,105130.0,0,0,0,сломала ногу в отпуске
61521,0.8220000000000001,23738.0,4,Пожилой,183120.0,2,0,0,проникли в жилье
84067,0.7440000000000001,19355.0,3,Зрелый,95130.0,0,0,0,хищение автомобиля (каско)
44187,0.036000000000000004,17528.0,3,Зрелый,90100.0,0,0,0,несчастный случай в отпуске
42152,0.23,17533.0,3,Зрелый,556320.0,1,0,0,врезались в автомобиль
105100,0.384,26290.0,4,Пожилой,51050.0,0,0,0,несчастный случай в отпуске
58669,0.0,18260.0,3,Зрелый,210110.0,0,0,0,повреждение автомобиля
76725,0.546,15707.0,3,Зрелый,162140.0,0,0,0,хищение автомобиля (каско)
100367,0.032,29210.0,4,Пожилой,135090.0,0,0,0,сотрясение во время отдыха
48084,0.033,27021.0,4,Пожилой,102120.0,0,0,0,несчастный случай на отдыхе
3081,0.173,18987.0,3,Зрелый,0.0,0,0,0,кража в квартире
64876,0.278,14971.0,3,Зрелый,84100.0,0,0,0,кража в квартире
76613,0.0,17894.0,3,Зрелый,147090.0,0,0,0,проникли в жилье
12774,0.021,24834.0,4,Пожилой,135060.0,0,0,0,сломала ногу в отпуске
52513,0.0,19721.0,3,Зрелый,90070.0,0,0,0,кража автомобиля
90968,1.0,18986.0,3,Зрелый,24050.0,0,0,0,сотрясение во время отдыха
2877,0.103,24103.0,4,Пожилой,84120.0,0,0,0,несчастный случай в отпуске
21165,0.547,25195.0,4,Пожилой,172640.0,0,0,0,упало дерево на автомобиль
7811,0.008,25198.0,4,Пожилой,54860.0,1,0,0,сломала ногу в отпуске
89833,0.229,10962.0,2,Молодой,231240.0,0,0,1,затопило дом
78617,0.225,29573.0,4,Пожилой,375070.0,0,0,0,несчастный случай в отпуске
37269,0.016,18626.0,3,Зрелый,253120.0,1,0,0,кража в квартире
32980,0.615,14611.0,3,Зрелый,151180.0,1,0,0,украли багаж в отпуске
31973,0.16899999999999998,9496.0,2,Молодой,150050.0,0,0,0,украли авто
108127,0.021,18261.0,3,Зрелый,300090.0,0,0,0,взломали квартиру
22113,0.974,12421.0,2,Молодой,150130.0,3,0,0,травма во время отдыха
26587,0.136,14246.0,3,Зрелый,90140.0,0,2,2,кража авто
32946,1.0,21545.0,4,Пожилой,93130.0,0,0,0,сгорел дом
32519,1.0,15708.0,3,Зрелый,135140.0,0,0,0,замкнуло электричество дома
79790,0.61,13514.0,3,Зрелый,235710.0,0,0,0,потоп в квартире
83682,0.016,21181.0,4,Пожилой,373090.0,0,0,0,сломала ногу в отпуске
95814,0.532,20820.0,4,Пожилой,225080.0,0,0,0,травма в отпуске
79360,1.0,16435.0,3,Зрелый,229620.0,0,0,0,сотрясение во время отдыха
59452,0.345,16798.0,3,Зрелый,197540.0,0,0,0,замкнуло электричество дома
83100,0.068,13520.0,3,Зрелый,150060.0,0,0,0,врезались в автомобиль
105210,0.449,18989.0,3,Зрелый,254570.0,1,0,0,кража в квартире
4519,0.228,28115.0,4,Пожилой,187640.0,0,0,0,травма в отпуске
59507,0.033,17526.0,3,Зрелый,307620.0,0,0,0,сгорела квартира
73636,0.015,21184.0,4,Пожилой,-315090.0,0,0,0,кража авто
45252,0.861,21548.0,4,Пожилой,135040.0,0,0,0,несчастный случай на отдыхе
11826,0.165,14980.0,3,Зрелый,104830.0,1,0,0,поломка авто
55459,0.054000000000000006,13517.0,3,Зрелый,180040.0,0,0,0,повреждение авто
75462,0.006999999999999999,16070.0,3,Зрелый,278570.0,0,0,0,украли багаж в отпуске
24294,1.0,21180.0,4,Пожилой,120120.0,2,2,0,упало дерево на автомобиль
111059,0.509,15703.0,3,Зрелый,207630.0,0,0,0,травма в отпуске
104654,0.499,22278.0,4,Пожилой,140500.0,0,1,0,украли багаж в отпуске
1010,0.0,10590.0,2,Молодой,82620.0,0,0,0,обокрали дачу
10054,0.004,21544.0,4,Пожилой,152320.0,0,0,0,хищение автомобиля (каско)
27917,0.01,20089.0,4,Пожилой,81560.0,0,0,0,кража авто
35157,0.921,20812.0,4,Пожилой,285090.0,1,0,1,замкнуло электричество дома
73771,0.021,8773.0,2,Молодой,85110.0,0,0,0,кража автомобиля
58001,0.026,13519.0,3,Зрелый,215040.0,0,0,0,сгорела квартира
105054,0.0,17526.0,3,Зрелый,175720.0,0,0,0,несчастный случай на отдыхе
56170,1.0,9504.0,2,Молодой,60140.0,0,1,0,затопило дом
73788,0.263,17891.0,3,Зрелый,180140.0,0,0,0,несчастный случай на отдыхе
79778,0.039,20451.0,4,Пожилой,142520.0,0,0,0,сгорел дом
61643,0.023,18257.0,3,Зрелый,151620.0,0,0,0,кража автомобиля
87906,0.723,27022.0,4,Пожилой,459050.0,0,0,0,замкнуло электричество дома
74162,0.123,22638.0,4,Пожилой,121950.0,0,0,0,сотрясение во время отдыха
30718,0.4270000000000001,21908.0,4,Пожилой,129100.0,1,2,0,повреждение автомобиля
10696,0.073,13520.0,3,Зрелый,207660.0,0,0,0,потоп в квартире
61735,0.882,13879.0,3,Зрелый,180070.0,5,0,0,кража авто
77995,0.312,20814.0,4,Пожилой,242630.0,0,0,0,проникли в жилье
88486,0.777,27755.0,4,Пожилой,63000.0,0,0,0,несчастный случай в отпуске
27706,0.317,18265.0,3,Зрелый,153060.0,0,0,0,кража авто
68038,0.07400000000000001,18992.0,3,Зрелый,291100.0,0,0,0,взломали квартиру
79919,0.044,27020.0,4,Пожилой,174160.0,0,0,0,упало дерево на автомобиль
88595,1.0,10957.0,2,Молодой,272010.0,0,1,1,травма во время отдыха
10025,1.0,13883.0,3,Зрелый,117570.0,0,0,0,сгорел дом
69507,0.195,20445.0,4,Пожилой,153100.0,1,0,0,взломали квартиру
32,1.0,9140.0,2,Молодой,72070.0,0,0,0,повреждение автомобиля
43977,0.0,17162.0,3,Зрелый,155090.0,0,0,0,затопило дом
30678,0.006999999999999999,29937.0,4,Пожилой,112530.0,0,0,0,кража авто
89818,0.234,21908.0,4,Пожилой,78050.0,0,0,0,травма в отпуске
70026,0.199,14970.0,3,Зрелый,455120.0,0,0,0,сотрясение во время отдыха
112849,0.5670000000000001,17170.0,3,Зрелый,235610.0,0,0,0,взломали квартиру
35100,0.07200000000000001,25920.0,4,Пожилой,243110.0,0,0,0,травма во время отдыха
89235,0.65,22643.0,4,Пожилой,76050.0,0,0,0,украли багаж в отпуске
95760,0.0,20080.0,4,Пожилой,280430.0,0,0,0,повреждение автомобиля
64492,0.434,13881.0,3,Зрелый,84150.0,0,0,0,сотрясение во время отдыха
99490,0.303,13876.0,3,Зрелый,103560.0,0,0,0,травма в отпуске
85961,0.622,10957.0,2,Молодой,85990.0,0,0,0,несчастный случай на отдыхе
85779,0.109,28479.0,4,Пожилой,59820.0,0,0,0,затопило дом
34015,0.033,29215.0,4,Пожилой,330080.0,0,0,0,кража в квартире
51107,0.321,21547.0,4,Пожилой,140070.0,0,0,0,сломала ногу в отпуске
48950,0.016,12790.0,3,Зрелый,54040.0,0,0,0,врезались в автомобиль
46933,0.013,25920.0,4,Пожилой,315070.0,0,0,0,обокрали дачу
30816,0.162,14247.0,3,Зрелый,186080.0,0,0,0,упало дерево на автомобиль
96492,0.133,24097.0,4,Пожилой,114100.0,0,0,0,кража в квартире
60273,0.992,17526.0,3,Зрелый,150150.0,0,0,0,упало дерево на автомобиль
69624,0.314,25190.0,4,Пожилой,180090.0,0,0,0,кража авто
16467,1.0,8774.0,2,Молодой,96080.0,0,0,0,сгорел дом
96198,0.8690000000000001,13148.0,3,Зрелый,228050.0,0,0,0,несчастный случай в отпуске
13991,0.985,20451.0,4,Пожилой,97010.0,4,2,0,потоп в квартире
39930,0.054000000000000006,24834.0,4,Пожилой,152550.0,0,0,0,сломала ногу в отпуске
56899,0.302,24096.0,4,Пожилой,213100.0,0,0,0,сгорел дом
109982,0.21,21175.0,4,Пожилой,229630.0,0,0,0,травма во время отдыха
109840,0.03,21915.0,4,Пожилой,124200.0,0,0,0,повреждение авто
111680,0.35,14972.0,3,Зрелый,198130.0,0,0,0,упало дерево на автомобиль
52631,0.046,24835.0,4,Пожилой,314090.0,0,0,0,дтп
30802,0.0,24098.0,4,Пожилой,435070.0,0,0,0,кража автомобиля
80400,0.6940000000000001,17169.0,3,Зрелый,216110.0,0,0,0,несчастный случай в отпуске
18587,0.7390000000000001,23004.0,4,Пожилой,156030.0,0,0,0,сотрясение во время отдыха
4568,0.004,17899.0,3,Зрелый,177530.0,1,0,0,травма во время отдыха
112161,1.0,20814.0,4,Пожилой,240030.0,0,0,0,несчастный случай в отпуске
84428,0.212,15701.0,3,Зрелый,52580.0,0,0,0,сломала ногу в отпуске
48112,0.063,22641.0,4,Пожилой,249000.0,0,0,0,проникли в жилье
80633,0.08900000000000001,21909.0,4,Пожилой,225240.0,0,0,0,затопило дом
27385,0.183,10600.0,2,Молодой,234150.0,0,0,0,дтп
85639,0.018000000000000002,17891.0,3,Зрелый,765070.0,0,0,0,проникли в жилье
71767,0.789,17533.0,3,Зрелый,149230.0,0,0,0,повреждение автомобиля
108968,0.019,29214.0,4,Пожилой,150130.0,0,0,0,замкнуло электричество дома
19110,0.222,27751.0,4,Пожилой,148850.0,0,0,0,украли багаж в отпуске
93754,0.7020000000000001,15345.0,3,Зрелый,219040.0,1,0,0,взломали квартиру
3270,0.828,18623.0,3,Зрелый,278940.0,0,0,0,травма во время отдыха
5463,0.542,26658.0,4,Пожилой,201060.0,2,1,1,обокрали дачу
11900,1.0,16796.0,3,Зрелый,78080.0,0,0,0,сотрясение во время отдыха
44087,0.785,21542.0,4,Пожилой,95160.0,0,0,0,повреждение автомобиля
76538,0.568,17532.0,3,Зрелый,96150.0,2,1,1,травма в отпуске
60581,0.14,19720.0,3,Зрелый,265920.0,0,0,0,замкнуло электричество дома
33735,0.258,18987.0,3,Зрелый,105060.0,0,0,0,сотрясение во время отдыха
95524,0.459,21912.0,4,Пожилой,192070.0,0,0,0,травма во время отдыха
73577,0.04,16074.0,3,Зрелый,69100.0,0,0,0,взломали квартиру
13948,0.0,22644.0,4,Пожилой,625080.0,0,0,0,сотрясение во время отдыха
91751,0.916,14241.0,3,Зрелый,36260.0,0,0,0,повреждение автомобиля
114015,0.038,24464.0,4,Пожилой,175060.0,0,1,0,хищение автомобиля (каско)
50783,0.034,12421.0,2,Молодой,150060.0,0,0,0,травма во время отдыха
69520,0.204,25920.0,4,Пожилой,112620.0,0,0,0,травма в отпуске
5372,0.743,13882.0,3,Зрелый,105290.0,0,0,1,замкнуло электричество дома
64319,0.387,26660.0,4,Пожилой,570080.0,1,0,0,несчастный случай в отпуске
26772,0.016,10594.0,2,Молодой,100220.0,0,0,0,упало дерево на автомобиль
66330,0.716,17892.0,3,Зрелый,324060.0,1,0,0,сломала ногу в отпуске
110785,0.208,13149.0,3,Зрелый,105030.0,0,0,0,упало дерево на автомобиль
107406,0.179,18992.0,3,Зрелый,235830.0,0,0,0,врезались в автомобиль
47486,0.331,27018.0,4,Пожилой,39150.0,0,0,0,упало дерево на автомобиль
9852,0.15,18263.0,3,Зрелый,315120.0,0,0,0,несчастный случай в отпуске
36185,0.095,20089.0,4,Пожилой,42080.0,0,0,0,затопило дом
83847,0.01,11322.0,2,Молодой,236820.0,0,0,0,повреждение авто
26004,0.626,20810.0,4,Пожилой,180080.0,0,0,0,затопило дом
82807,0.067,9130.0,2,Молодой,24700.0,0,0,0,хищение автомобиля (каско)
55238,0.135,29213.0,4,Пожилой,150130.0,0,0,0,проникли в жилье
58634,0.004,18985.0,3,Зрелый,180080.0,0,0,0,сломала ногу в отпуске
85435,0.077,26650.0,4,Пожилой,161970.0,0,0,0,дтп
103229,0.613,25195.0,4,Пожилой,68840.0,0,0,0,кража в квартире
10874,0.035,25191.0,4,Пожилой,180140.0,0,0,0,повреждение авто
42315,0.108,26287.0,4,Пожилой,376650.0,0,0,0,сгорел дом
54989,0.7609999999999999,14608.0,3,Зрелый,187650.0,0,0,0,повреждение авто
32684,0.065,12786.0,3,Зрелый,237590.0,0,0,0,украли авто
63989,0.022,26285.0,4,Пожилой,240040.0,0,0,0,упало дерево на автомобиль
53675,0.012,32490.0,4,Пожилой,180050.0,0,0,0,проникли в жилье
50379,0.341,18990.0,3,Зрелый,100060.0,2,0,0,украли авто
95279,0.01,29573.0,4,Пожилой,270030.0,0,0,0,сгорел дом
91192,0.655,12057.0,2,Молодой,120130.0,0,0,0,взломали квартиру
65517,0.688,15708.0,3,Зрелый,282510.0,0,0,0,хищение автомобиля (каско)
101464,0.08199999999999999,20084.0,4,Пожилой,195140.0,0,0,0,сотрясение во время отдыха
98491,0.158,22273.0,4,Пожилой,293220.0,0,0,0,повреждение авто
37818,0.009000000000000001,20450.0,4,Пожилой,269190.0,0,0,0,сгорел дом
11037,0.0,10226.0,2,Молодой,36140.0,0,0,0,хищение автомобиля (каско)
33370,0.014,21550.0,4,Пожилой,195110.0,1,0,0,замкнуло электричество дома
67237,0.038,23367.0,4,Пожилой,180080.0,0,0,0,украли багаж в отпуске
48910,0.04,22276.0,4,Пожилой,219040.0,0,0,0,травма в отпуске
63610,0.7509999999999999,19354.0,3,Зрелый,132080.0,0,0,0,кража авто
67923,0.054000000000000006,17162.0,3,Зрелый,226950.0,0,0,0,несчастный случай в отпуске
9706,0.03,23007.0,4,Пожилой,101630.0,0,0,0,кража авто
10165,0.459,19354.0,3,Зрелый,394050.0,0,0,0,замкнуло электричество дома
96287,0.7929999999999999,27016.0,4,Пожилой,61680.0,0,0,0,кража автомобиля
65548,0.0,12780.0,3,Зрелый,138090.0,0,0,0,дтп
19789,0.027000000000000003,26292.0,4,Пожилой,128090.0,0,0,0,дтп
61467,0.027000000000000003,23730.0,4,Пожилой,298690.0,0,0,0,хищение автомобиля (каско)
8560,0.017,14245.0,3,Зрелый,217600.0,1,0,0,сломала ногу в отпуске
25322,1.0,32859.0,4,Пожилой,84500.0,0,0,0,обокрали дачу
83245,0.017,24834.0,4,Пожилой,90100.0,0,0,0,сгорел дом
71901,0.41,18995.0,3,Зрелый,216050.0,0,9,1,обокрали дачу
